box_pickup,assault,box_mg,,,0
box_pickup,sniper,box_sniper,,,0
box_pickup,lmg,box_mg,,,0
box_pickup,launcher,box_launcher,,,0
box_pickup,grenade,wpck_explosive,,,0
box_pickup,wpck_bowie,wpck_bowie,,,0
box_pickup,raygun,box_raygun,,,0
box_pickup,wpck_ray,box_raygun,,,0
box_pickup,monkey,box_monkey,,,0
box_pickup,tesla,box_tesla,,,0
box_pickup,betty,wpck_explosive,,,0
box_pickup,upgrade,pap_enhanced,,,0
bgb,buy,gum_buy,,,0
bgb,eat,gum_eat,,,0
portal,travel,travel_portal,20,,0
trap,start,trap_start,,,0
trap,kill,trap_kill,15,,0
box,teleport,pap_teleport,,,0
encounter,ruins,ruins_encounter,,,0
encounter,bunker,bunker_ecnounter,,,0
encounter,experiment,experiment_encounter,,,0
access,bunker,access_bunker,,,0
encounter,living,living_encounter,,,0
encounter,power,power_encounter,,,0
bucket,pickup,bucket_pickup,,,0
bucket,fill,bucket_fill,,,0
spores,attacked,spores_attacked,,,0
plant,seed,plant_seed,,,0
water,plant,water_plant,,,0
trap,plant_kill,trap_plant_kill,,,0
trap,plant_attacked,trap_plant_attacked,,,0
trap,plant_encounter,trap_plant_encounter,,,0
fruit,vomit,fruit_vomit,,,0
trap,prop_start,trap_prop_start,,,0
trap,prop_kill,trap_prop_kill,,,0
trap,fan_start,trap_fan_start,,,0
trap,fan_kill,trap_fan_kill,,,0
clone,imprint,clone_imprint,,,0
clone,cloned,clone_cloned,,,0
babysitter,grab,babysitter_grab,,,0
zipline,use,zipline_use,,,0
sewer,use,sewer_use,,,0
temp_power,first_switch,temp_power_first_switch,,,0
temp_power,second_switch,temp_power_second_switch,,,0
pickup,zombie_shield,pickup_zombie_shield,,,0
pickup,gas_mask,pickup_gas_mask,,,0
spider,start,spider_start,,,0
spider,kill,spider_kill,,,0
web,remove,web_remove,,,0
thrasher,roar,thrasher_roar,,,0
thrasher,appear,thrasher_appear,,,0
thrasher,create,thrasher_create,,,0
thrasher,stun,thrasher_stun,,,0
thrasher,enraged,thrasher_enraged,,,0
thrasher,kill,thrasher_kill,,,0
thrasher,eaten,thrasher_eaten,,,0
quest_ww,pickup,quest_ww_pickup,,,0
quest_ww,pickup_attempt,quest_ww_pickup_attempt,,,0
quest_skull,pickup,quest_skull_pickup,,,0
quest_skull,pickup_purified,quest_skull_pickup_purified,,,0
quest_skull,place_purified,quest_skull_place_purified,,,0
quest_skull,pickup_generic,quest_skull_pickup_generic,,,0
quest_skull,place_purified_final,quest_skull_place_purified_final,,,0
quest_skull,weapon_trap,quest_skull_weapon_trap,,,0
quest_skull,weapon_success,quest_skull_weapon_success,,,0
kill,shield_electric,kill_shield_electric,,,0
keeperskull,kill,keeperskull_kill,,,0
keeperskull,protect,keeperskull_protect,,,0
keeperskull,reveal,keeperskull_reveal,,,0
keeperskull,recharged,keeperskull_recharged,,,0
response,positive,response_positive,,,0
response,negative,response_negative,,,0
pickup,generic,pickup_generic,,,0
ee,bucket,ee_bucket,,,0
ee,spider,ee_spider,,,0
ee,spider_lure,ee_spider_lure,,,0
ee,spider_equip,ee_spider_equip,,,0
ee,spider_use,ee_spider_use,,,0
ee,shield,ee_shield,,,0
ee,thrasher_create,ee_thrasher_create,,,0
ee,thrasher_dies,ee_thrasher_dies,,,0
kill,kt4,kill_kt4,,,0
use,kt4,use_kt4,,,0
break,gas_mask,break_gas_mask,,,0
